ld,Record No,Koala Name,Date,Year,Call Date Time,LAT,LNG,Adult Fate Other,Adult Size,Adult Gender,Adult Situation,Young Present,Adult Fate,Young Fate Other,Koala Found Address,Koala Post Code,LGA,Sick,Injured,Caused By Dog,Orphaned,Under Threat,Dead,Conjunctivitis,Cystitis,Wasted,Vehicle Hit,Road Speed Limit,Fall,Injury Other,Field Comments
352,A 66966,LAURA ,Jun-18,2018,2018-06-16T00:00:00,-27.1461704,152.9800384,RSPCA,Adult (More than 4kg),,In tree,TRUE,Hospital,RPSCA,7 Fountain Road,4505,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
353,A 66968,OTIS,Jun-18,2018,2018-06-17T00:00:00,-27.198658,153.0306388,RSPCA,Sub-Adult (2-4kg),,On ground,FALSE,Hospital,,Elizabeth Street,4508,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
355,A 66428,DOA,Jun-18,2018,2018-06-17T00:00:00,-27.2171843,153.076876,,Sub-Adult (2-4kg),,On ground,FALSE,Hospital,,6 Kippa Street,4021,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
361,A 60485,JACK,Jun-18,2018,2018-06-18T00:00:00,-27.258654,152.9462955,,Young (up to 2kg),,In captivity,FALSE,Hospital,,Byrnes Road N,4500,Moreton Bay Regional ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
362,A 65115,CRUISADER,Jun-18,2018,2018-06-18T00:00:00,-27.3637065,152.9452062,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Dugandan Road,4055,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
373,A 65116,WEEDON,Jun-18,2018,2018-06-20T00:00:00,-27.3095149,152.9643625,,Adult (More than 4kg),,On ground,FALSE,Hospital,,325 Stanley Street,4500,Moreton Bay Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,70,FALSE,,
376,A 65117,CHARLOTTE,Jun-18,2018,2018-06-21T00:00:00,-27.1245455,152.9879654,,Sub-Adult (2-4kg),,Other,FALSE,Hospital,,18 Scrubwren Court,4505,Moreton Bay Regional ,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
379,A 66366,DOA,Jun-18,2018,2018-06-21T00:00:00,-27.2596783,152.9468598,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Byrnes Road N,4500,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
380,A 65118,PEANUTS,Jun-18,2018,2018-06-21T00:00:00,-27.2734442,152.9519772,,Adult (More than 4kg),,Other,FALSE,Hospital,,Pine Valley Drive,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,70,FALSE,,
383,A 60486,DOA,Jun-18,2018,2018-06-22T00:00:00,-27.270518,153.029522,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Henry Road,4503,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
385,A 65120,DOA,Jun-18,2018,2018-06-22T00:00:00,-27.2003751,152.9691589,,Adult (More than 4kg),,In captivity,FALSE,Hospital,,,4504,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
389,A 65121,KIP,Jun-18,2018,2018-06-24T00:00:00,-27.2628116,152.9778304,,Adult (More than 4kg),,On ground,FALSE,Hospital,,1160 Anzac Avenue,4503,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
390,A 66429,EOA,Jun-18,2018,2018-06-24T00:00:00,-27.2795447,152.927824,,Adult (More than 4kg),,In tree,FALSE,Hospital,,Forgan Cove,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
393,A 65122,FORGAN,Jun-18,2018,2018-06-26T00:00:00,-27.2829932,152.9283046,,Adult (More than 4kg),,Other,FALSE,Hospital,,Forgan Cove,4500,Moreton Bay Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
397,A 65123,DOA,Jun-18,2018,2018-06-29T00:00:00,-27.0634605,152.977611,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Bruce Highway,4510,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,110,FALSE,,
327,A 66962,SKYE,Jun-18,2018,2018-06-07T00:00:00,-27.638051,153.1827049,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,72 Leo Lindo Drive,4128,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
339,A 66965,GARY,Jun-18,2018,2018-06-12T00:00:00,-27.7398122,153.1716043,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,Bahrs Scrub Road,4207,Logan City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,60,FALSE,,
363,A 66970,SHELBY,Jun-18,2018,2018-06-19T00:00:00,-27.5916302,153.129453,RSPCA,Young (up to 2kg),,Other,FALSE,Hospital,,37 Weldron Street,4123,Logan City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
368,A 66969,ROCHELLE,Jun-18,2018,2018-06-19T00:00:00,-27.5916302,153.129453,RSPCA,Adult (More than 4kg),,In tree,TRUE,Hospital,RSPCA,37 Wendron Street,4123,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
384,A 67244,BALOO,Jun-18,2018,2018-06-22T00:00:00,-27.8539174,153.0843847,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,99 Pendennis Road,4270,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
386,A 65288,MR BELLA,Jun-18,2018,2018-06-22T00:00:00,-27.8184506,153.0926503,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,22 Teal Court,4270,Logan City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
398,A 67110,PAIGE,Jun-18,2018,2018-06-29T00:00:00,-27.7167201,153.161695,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,20 Amari Street,4207,Logan City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,
396,A 66493,DOA,Jun-18,2018,2018-06-28T00:00:00,-27.5206775,152.4647701,,Adult (More than 4kg),,On ground,FALSE,Hospital,,32 Advance Court,4341,Lockyer Valley Regional ,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
314,A 66101,SKROO,Jun-18,2018,2018-06-04T00:00:00,-27.7414112,152.4796842,Hidden Vale Wildlife Centre HVWC,Adult (More than 4kg),,In tree,FALSE,Other,,Meadow Flat Road,4340,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
315,A 66102,JUDE,Jun-18,2018,2018-06-04T00:00:00,-27.7432914,152.4779461,HVWC,Sub-Adult (2-4kg),,In tree,FALSE,Other,,Meadow Flat Road,4340,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
316,A 66104,JO,Jun-18,2018,2018-06-04T00:00:00,-27.7444878,152.4783109,HVWC,Adult (More than 4kg),,In tree,TRUE,Other,HVWC,Meadow Flat Road,4340,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
317,A 66105,MATT,Jun-18,2018,2018-06-04T00:00:00,-27.7442409,152.4782465,HVWC,Adult (More than 4kg),,In tree,FALSE,Other,,Meadow Flat Road,4340,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
318,A 64801,BEL,Jun-18,2018,2018-06-04T00:00:00,-27.7233823,152.6225273,,Adult (More than 4kg),,On ground,FALSE,Hospital,,400 Goebels Road,4340,Ipswich City ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
322,A 66106,AMELIA,Jun-18,2018,2018-06-06T00:00:00,-27.7426837,152.4771737,HVWC,Adult (More than 4kg),,In tree,FALSE,Other,,Meadow Flat Road,4340,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
323,A 66107,VICKI,Jun-18,2018,2018-06-06T00:00:00,-27.7442599,152.4694704,HVWC,Sub-Adult (2-4kg),,In tree,FALSE,Other,,Meadow Flat Road,4340,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
326,A 66108,DALENE,Jun-18,2018,2018-06-06T00:00:00,-27.7478111,152.4684189,HVWC,Adult (More than 4kg),,In tree,TRUE,Other,HVWC,Meadow Flat Road,4340,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
358,A 66109,DAVE,Jun-18,2018,2018-06-18T00:00:00,-27.7473174,152.470393,HVWC,Adult (More than 4kg),,In tree,FALSE,Other,,Meadow Flat Road,4340,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
359,A 66110,KAREN,Jun-18,2018,2018-06-18T00:00:00,-27.7450385,152.4708222,HVWC,Adult (More than 4kg),,In tree,TRUE,Other,HVWC,Meadow Flat Road,4340,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
364,A 66111,O'HARA,Jun-18,2018,2018-06-19T00:00:00,-27.7104114,152.466359,HVWC,Adult (More than 4kg),,In tree,FALSE,Other,,Hiddenvale,4340,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
366,A 66112,FLANNERS,Jun-18,2018,2018-06-19T00:00:00,-27.7081937,152.4466836,HVWC,Adult (More than 4kg),,In tree,FALSE,Other,,Hogan Road,4340,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
371,A 66113,AHERN,Jun-18,2018,2018-06-20T00:00:00,-27.7182457,152.4659205,HVWC,Sub-Adult (2-4kg),,In tree,FALSE,Other,,617 Grandchester Mount Mort Road,4340,Ipswich City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
338,A 65113,REGGAE,Jun-18,2018,2018-06-12T00:00:00,-27.8364387,153.3740758,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,41 Elusive Roads,4209,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
344,A 66640,BERT,Jun-18,2018,2018-06-14T00:00:00,-28.1088662,153.3767901,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,Tolga Street,4213,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
345,A 66642,ARABELLA,Jun-18,2018,2018-06-15T00:00:00,-28.1088677,153.407423,CWS,Adult (More than 4kg),,In tree,TRUE,Hospital,CWS - DOA,Old Coach Road,4227,Gold Coast City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
346,A 67241,OLAF,Jun-18,2018,2018-06-15T00:00:00,-28.0963437,153.3960629,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,Gemvale Road,4227,Gold Coast City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
347,A 65114,RORA,Jun-18,2018,2018-06-16T00:00:00,-28.1496471,153.4308567,CWS,Sub-Adult (2-4kg),,Other,FALSE,Hospital,,19 Valley Drive,4228,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,,
351,A 66633,MARTY,Jun-18,2018,2018-06-16T00:00:00,-28.1711788,153.4199829,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,463 Trees Road,4228,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
365,A 67242,KASHI,Jun-18,2018,2018-06-19T00:00:00,-28.1324417,153.4513641,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,1 Barlee Street,4221,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
367,A 66646,BARLEE,Jun-18,2018,2018-06-19T00:00:00,-28.1324417,153.4513641,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,1 Barlee Court,4221,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
375,A 67259,SEEDLING,Jun-18,2018,2018-06-21T00:00:00,-27.9014484,153.3182264,kept with mum after treatment MKH,Young (up to 2kg),,Other,FALSE,Hospital,,River Oak Drive,4212,Gold Coast City ,,,,,,,,,,,,,,
378,A 67243,LEA,Jun-18,2018,2018-06-21T00:00:00,-28.1432443,153.4430949,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,24 Leopard Street,4221,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
387,A 65287,BOYO,Jun-18,2018,2018-06-22T00:00:00,-28.1187519,153.388578,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,Grasslands Crescent,4227,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
392,A 65284,ROSE,Jun-18,2018,2018-06-26T00:00:00,-27.959923,153.3782134,CWS,Adult (More than 4kg),,On ground,TRUE,Hospital,,Olsen Avenue,4214,Gold Coast City ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
401,A 65286,TULIP,Jun-18,2018,2018-06-30T00:00:00,-27.9378487,153.3617306,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,4 Tulipwood Court,4214,Gold Coast City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
354,A 65112,DOA,Jun-18,2018,2018-06-17T00:00:00,-25.3420871,152.8875905,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Booral Road,4655,Fraser Coast Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
328,A 67101,HANS,Jun-18,2018,2018-06-09T00:00:00,-27.5796544,153.1742149,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Leacroft Road,4156,Brisbane City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
370,A 67106,JAMES,Jun-18,2018,2018-06-19T00:00:00,-27.5272158,153.1063787,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Piccadilly Place,4152,Brisbane City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
377,A 66971,MOONRAVER,Jun-18,2018,2018-06-21T00:00:00,-27.5306705,152.832611,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,1198 Mount Crosby Road,4306,Brisbane City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,60,FALSE,,
388,A 67108,PARKER,Jun-18,2018,2018-06-22T00:00:00,-27.5434309,153.0405366,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,7 Canfield Street,4111,Brisbane City ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
399,A 67111,FOXY,Jun-18,2018,2018-06-29T00:00:00,-27.47937,153.0966585,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,8 Foxmont Drive,4152,Brisbane City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
441,A 61580,WILTHORN,Jul-18,2018,2018-07-12T00:00:00,-27.3944065,151.7204413,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Wilthorn Kelvinaugh Road,4401,Toowoomba Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
445,A 64717,IAN,Jul-18,2018,2018-07-14T00:00:00,-26.8080967,152.010172,RSPCA,Adult (More than 4kg),,In captivity,FALSE,Hospital,,Din Din Road,4614,Toowoomba Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80,FALSE,,
508,A 64079,BILLY,Jul-18,2018,2018-07-27T00:00:00,-27.9815604,151.6120977,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Comdamine Bridge,4365,Toowoomba Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
454,A 65133,MAJILIS,Jul-18,2018,2018-07-16T00:00:00,-26.7527618,152.7911833,,Sub-Adult (2-4kg),,In tree,FALSE,Hospital,,Rudder Lane,4552,Sunshine Coast Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
455,A 65133,MAJILIS,Jul-18,2018,2018-07-16T00:00:00,-26.7600594,152.8061159,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Reesville Road,4552,Sunshine Coast Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
470,A 65131,DOA,Jul-18,2018,2018-07-20T00:00:00,-26.717246,153.003635,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Ilkley Road,4556,Sunshine Coast Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,,
451,A 66986,WATTIE,Jul-18,2018,2018-07-15T00:00:00,-28.2254141,151.9619972,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Washpool Road,4370,Southern Downs Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
414,A 66977,SPEEDO,Jul-18,2018,2018-07-05T00:00:00,-26.2407093,151.936288,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,153 Lamb Street,4605,South Burnett Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
415,A 66978,JIPPA,Jul-18,2018,2018-07-05T00:00:00,-26.225452,152.0020194,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Bunya Highway,4605,South Burnett Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
424,A 66981,MARIA,Jul-18,2018,2018-07-09T00:00:00,-27.2388024,152.4210438,RSPCA,Adult (More than 4kg),,In captivity,TRUE,Hospital,RSPCA,133 Ipswich Street,4312,Somerset Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
425,A 66982,STACEY,Jul-18,2018,2018-07-09T00:00:00,-27.2388024,152.4210438,RSPCA,Young (up to 2kg),,In captivity,FALSE,Hospital,,133 Ipswich Street,4312,Somerset Regional ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,mum hit by car
434,A 68461,DOA,Jul-18,2018,2018-07-11T00:00:00,-27.1126578,152.3826217,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,Brisbane Valley Highway,4313,Somerset Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,100,FALSE,,
437,A 68462,BUTTERFLY,Jul-18,2018,2018-07-12T00:00:00,-27.087947,152.3815678,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,7136 Brisbane Valley Highway,4313,Somerset Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
484,A 66496,DOA,Jul-18,2018,2018-07-22T00:00:00,-27.3625844,152.3817179,,Adult (More than 4kg),,On ground,TRUE,Hospital,,2375 Gatton Esk Road,4311,Somerset Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,100,FALSE,,
485,A 66497,DOA,Jul-18,2018,2018-07-22T00:00:00,-27.3656354,152.37824,,Young (up to 2kg),,Other,FALSE,Hospital,,2375 Gatton Esk Road,4311,Somerset Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,100,FALSE,,
407,A 66973,MONTY,Jul-18,2018,2018-07-02T00:00:00,-28.1649158,153.1934028,RSPCA,Adult (More than 4kg),,In captivity,FALSE,Hospital,,13 Bibaringa Close,4211,Scenic Rim Regional ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,kicked by cows,
408,A 64354,EOA,Jul-18,2018,2018-07-03T00:00:00,-27.8047932,152.6788996,,Adult (More than 4kg),,In tree,FALSE,Hospital,,69 Parcells Road,4307,Scenic Rim Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,
435,A 67170,MRS B,Jul-18,2018,2018-07-11T00:00:00,-28.1714896,152.710325,CWS,Adult (More than 4kg),,In tree,FALSE,Hospital,,2744 Boonah Rathdowney Road,4310,Scenic Rim Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
448,A 67161,LAMBY,Jul-18,2018,2018-07-14T00:00:00,-28.0311725,153.1599314,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,183 Lamington National Park Road,4275,Scenic Rim Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,FALSE,,
478,A 67177,CAROL,Jul-18,2018,2018-07-21T00:00:00,-28.2112227,152.8666212,CWS,Adult (More than 4kg),,On ground,FALSE,Hospital,,John Street,4287,Scenic Rim Regional ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,,
499,A 64356,HILLARY,Jul-18,2018,2018-07-25T00:00:00,-27.9801519,152.5492951,,Adult (More than 4kg),,Other,FALSE,Hospital,,6726 Cunningham Highway,4309,Scenic Rim Regional ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
412,A 67113,CURLY,Jul-18,2018,2018-07-04T00:00:00,-27.5047787,153.2182444,,Adult (More than 4kg),,In tree,FALSE,Relocated,,4 Curlew Street,4159,Redland City ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,
423,A 65700,DOA,Jul-18,2018,2018-07-09T00:00:00,-27.5012653,153.2123808,,Adult (More than 4kg),,On ground,FALSE,Hospital,,427 Carinyan Drive,4159,Redland City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
427,A 64952,DOA,Jul-18,2018,2018-07-09T00:00:00,-27.5647915,153.2378661,,Adult (More than 4kg),,On ground,FALSE,Hospital,,24 Boundary Road,4164,Redland City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,,
449,A 64954,DOA,Jul-18,2018,2018-07-14T00:00:00,-27.5055745,153.2112125,,Adult (More than 4kg),,On ground,FALSE,Hospital,,440 Old Cleveland Road,4163,Redland City ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,70,FALSE,,
458,A 62531,ALEX,Jul-18,2018,2018-07-16T00:00:00,-27.4839216,153.2006996,RSPCA,Adult (More than 4kg),,In tree,FALSE,Hospital,,Upper Thorneside Road,4158,Redland City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
474,A 64955,ALISTAIR,Jul-18,2018,2018-07-20T00:00:00,-27.5497256,153.2285093,Manly Road Vet,Adult (More than 4kg),,On ground,FALSE,Hospital,,Seven Oakes Street,4161,Redland City ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,
481,A 54163,SANDY,Jul-18,2018,2018-07-21T00:00:00,-27.6330146,153.2001153,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Sandy Reserve,4165,Redland City ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,,
501,A 67128,SHELDON,Jul-18,2018,2018-07-25T00:00:00,-27.5827017,153.1860355,RSPCA,Adult (More than 4kg),,On ground,FALSE,Hospital,,56 Hillcrest Road,4157,Redland City ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,,
511,A 65135,KIA,Jul-18,2018,2018-07-27T00:00:00,-26.3791525,153.0303718,,Adult (More than 4kg),,On ground,FALSE,Hospital,,148 Butler Street,4565,Noosa Shire ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE,,
516,A 65136,BENJI,Jul-18,2018,2018-07-29T00:00:00,-26.3904033,152.851702,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Bruce Highway,4568,Noosa Shire ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,110,FALSE,,
405,A 66432,DOA,Jul-18,2018,2018-07-01T00:00:00,-27.2175803,153.0628707,,Adult (More than 4kg),,On ground,FALSE,Hospital,,Bremner Road,4022,Moreton Bay Regional ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,70,FALSE,,
